dane,codigo,municipio,departamento,pregunta_numero,potencial,validos,nulos,no_marcados,si,no,fraccion_potencial
5190,01091,Cisneros,Antioquia,4,11560,2251,9,62,2223,28,0.20086505190311418
5190,01091,Cisneros,Antioquia,5,11560,2249,5,70,2228,21,0.20103806228373702
5190,01091,Cisneros,Antioquia,6,11560,2288,5,71,2216,72,0.20449826989619377
5190,01091,Cisneros,Antioquia,7,11560,2197,6,121,2159,38,0.20103806228373702
5197,01094,Cocorna,Antioquia,1,13308,3215,20,134,3168,47,0.25315599639314695
5197,01094,Cocorna,Antioquia,2,13308,3214,15,138,3172,42,0.2530057108506162
5197,01094,Cocorna,Antioquia,3,13308,3193,16,159,3147,46,0.2530808536218816
5197,01094,Cocorna,Antioquia,4,13308,3196,15,157,3146,50,0.2530808536218816
5197,01094,Cocorna,Antioquia,5,13308,3196,13,159,3157,39,0.2530808536218816
5197,01094,Cocorna,Antioquia,6,13308,3195,9,165,3140,55,0.25315599639314695
5197,01094,Cocorna,Antioquia,7,13308,3109,9,248,3041,68,0.25293056807935077
5206,01097,Concepcion,Antioquia,1,4294,917,2,26,909,8,0.22007452258965998
5206,01097,Concepcion,Antioquia,2,4294,917,2,26,911,6,0.22007452258965998
5206,01097,Concepcion,Antioquia,3,4294,911,2,32,906,5,0.22007452258965998
5206,01097,Concepcion,Antioquia,4,4294,913,2,30,907,6,0.22007452258965998
5206,01097,Concepcion,Antioquia,5,4294,915,2,28,911,4,0.22007452258965998
5206,01097,Concepcion,Antioquia,6,4294,909,3,34,905,4,0.22030740568234747
5206,01097,Concepcion,Antioquia,7,4294,886,1,58,872,14,0.22007452258965998
5209,01100,Concordia,Antioquia,1,15956,1761,6,87,1730,31,0.11619453497117072
5209,01100,Concordia,Antioquia,2,15956,1742,4,99,1721,21,0.11563048383053397
5209,01100,Concordia,Antioquia,3,15956,1740,5,96,1716,24,0.11537979443469541
5209,01100,Concordia,Antioquia,4,15956,1711,5,107,1677,34,0.11425169215342192
5209,01100,Concordia,Antioquia,5,15956,1729,6,108,1709,20,0.11550513913261469
5209,01100,Concordia,Antioquia,6,15956,1724,4,115,1703,21,0.11550513913261469
5209,01100,Concordia,Antioquia,7,15956,1680,4,159,1650,30,0.11550513913261469
5212,01103,Copacabana,Antioquia,1,67375,20017,26,202,19917,100,0.30048237476808903
5212,01103,Copacabana,Antioquia,2,67375,19850,24,320,19783,67,0.29972541743970316
5212,01103,Copacabana,Antioquia,3,67375,19971,32,369,19875,96,0.3023673469387755
5212,01103,Copacabana,Antioquia,4,67375,19966,23,381,19866,100,0.30233766233766235
5212,01103,Copacabana,Antioquia,5,67375,20044,26,179,19989,55,0.3005417439703154
5212,01103,Copacabana,Antioquia,6,67375,19950,24,221,19867,83,0.29974025974025975
5212,01103,Copacabana,Antioquia,7,67375,19823,28,358,19624,199,0.29994805194805196
5234,01109,Dabeiba,Antioquia,1,17666,2571,12,74,2538,33,0.15040190195856448
5234,01109,Dabeiba,Antioquia,2,17666,2626,11,90,2595,31,0.15436431563455225
5234,01109,Dabeiba,Antioquia,3,17666,2618,12,107,2590,28,0.15493037473112192
5234,01109,Dabeiba,Antioquia,4,17666,2622,12,99,2592,30,0.15470395109249405
5234,01109,Dabeiba,Antioquia,5,17666,2550,10,107,2529,21,0.15096796105513416
5234,01109,Dabeiba,Antioquia,6,17666,2609,10,107,2580,29,0.15430770972489527
5234,01109,Dabeiba,Antioquia,7,17666,2518,7,201,2467,51,0.15430770972489527
5237,01112,Don Matias,Antioquia,1,17120,3811,10,52,3768,43,0.2262266355140187
5237,01112,Don Matias,Antioquia,2,17120,3805,10,58,3779,26,0.2262266355140187
5237,01112,Don Matias,Antioquia,3,17120,3770,10,74,3736,34,0.22511682242990655
5237,01112,Don Matias,Antioquia,4,17120,3787,11,77,3742,45,0.22634345794392524
5237,01112,Don Matias,Antioquia,5,17120,3798,9,68,3767,31,0.22634345794392524
5237,01112,Don Matias,Antioquia,6,17120,3781,14,82,3748,33,0.22646028037383178
5237,01112,Don Matias,Antioquia,7,17120,3738,9,128,3680,58,0.22634345794392524
5240,01115,Ebejico,Antioquia,1,11283,1661,7,75,1636,25,0.1544801914384472
5240,01115,Ebejico,Antioquia,2,11283,1651,4,88,1638,13,0.1544801914384472
5240,01115,Ebejico,Antioquia,3,11283,1640,4,96,1623,17,0.15421430470619515
5240,01115,Ebejico,Antioquia,4,11283,1644,4,95,1621,23,0.1544801914384472
5240,01115,Ebejico,Antioquia,5,11283,1647,5,91,1632,15,0.1544801914384472
5240,01115,Ebejico,Antioquia,6,11283,1643,4,100,1621,22,0.15483470708144997
5240,01115,Ebejico,Antioquia,7,11283,1600,2,141,1576,24,0.1544801914384472
5250,01117,El Bagre,Antioquia,1,36934,5139,18,75,5102,37,0.14165809281420913
5250,01117,El Bagre,Antioquia,2,36934,5128,20,79,5092,36,0.14152271619645854
5250,01117,El Bagre,Antioquia,3,36934,5120,15,95,5074,46,0.1416039421671089
5250,01117,El Bagre,Antioquia,4,36934,5123,17,92,5075,48,0.14165809281420913
5250,01117,El Bagre,Antioquia,5,36934,5123,15,92,5091,32,0.1416039421671089
5250,01117,El Bagre,Antioquia,6,36934,5142,14,104,5065,77,0.1424162018736124
5250,01117,El Bagre,Antioquia,7,36934,5053,15,129,4994,59,0.14071045648995506
5264,01118,Entrerrios,Antioquia,1,8528,1740,8,21,1720,20,0.2074343339587242
5264,01118,Entrerrios,Antioquia,2,8528,1737,9,23,1723,14,0.2074343339587242
5264,01118,Entrerrios,Antioquia,3,8528,1731,5,33,1718,13,0.2074343339587242
5264,01118,Entrerrios,Antioquia,4,8528,1732,4,33,1715,17,0.2074343339587242
5264,01118,Entrerrios,Antioquia,5,8528,1735,5,29,1725,10,0.2074343339587242
5264,01118,Entrerrios,Antioquia,6,8528,1731,4,34,1716,15,0.2074343339587242
5264,01118,Entrerrios,Antioquia,7,8528,1712,4,53,1677,35,0.2074343339587242
5266,01121,Envigado,Antioquia,1,241950,74452,131,584,73496,956,0.3106716263690845
5266,01121,Envigado,Antioquia,2,241950,74561,97,583,74244,317,0.31097747468485226
5266,01121,Envigado,Antioquia,3,241950,74688,98,820,74064,624,0.3124860508369498
5266,01121,Envigado,Antioquia,4,241950,74416,106,563,73282,1134,0.3103327133705311
5266,01121,Envigado,Antioquia,5,241950,74609,90,510,74319,290,0.31084521595370945
5266,01121,Envigado,Antioquia,6,241950,74627,95,605,74096,531,0.3113329200247985
5266,01121,Envigado,Antioquia,7,241950,73932,98,1063,72666,1266,0.3103657780533168
5282,01124,Fredonia,Antioquia,1,18242,3538,71,117,3442,96,0.20425391952636773
5282,01124,Fredonia,Antioquia,2,18242,3531,15,116,3507,24,0.2007455322881263
5282,01124,Fredonia,Antioquia,3,18242,3474,12,125,3443,31,0.19794978620765266
5282,01124,Fredonia,Antioquia,4,18242,3471,9,132,3440,31,0.19800460475825019
5282,01124,Fredonia,Antioquia,5,18242,3477,10,125,3451,26,0.19800460475825019
5282,01124,Fredonia,Antioquia,6,18242,3461,11,142,3433,28,0.19811424185944523
5282,01124,Fredonia,Antioquia,7,18242,3444,11,187,3408,36,0.19964916127617585
5284,01127,Frontino,Antioquia,1,16955,2616,10,48,2581,35,0.15771158950162195
5284,01127,Frontino,Antioquia,2,16955,2576,12,65,2548,28,0.15647301680920084
5284,01127,Frontino,Antioquia,3,16955,2586,11,76,2555,31,0.1576526098496019
5284,01127,Frontino,Antioquia,4,16955,2530,11,76,2504,26,0.1543497493364789
5284,01127,Frontino,Antioquia,5,16955,2586,11,76,2565,21,0.1576526098496019
5284,01127,Frontino,Antioquia,6,16955,2582,9,82,2553,29,0.1576526098496019
5284,01127,Frontino,Antioquia,7,16955,2498,10,124,2462,36,0.15523444411677972
5306,01130,Giraldo,Antioquia,1,4357,1124,3,21,1118,6,0.26348404865733305
5306,01130,Giraldo,Antioquia,2,4357,1116,0,32,1104,12,0.26348404865733305
5306,01130,Giraldo,Antioquia,3,4357,1110,0,38,1105,5,0.26348404865733305
5306,01130,Giraldo,Antioquia,4,4357,1114,0,34,1107,7,0.26348404865733305
5306,01130,Giraldo,Antioquia,5,4357,1114,0,34,1108,6,0.26348404865733305
5306,01130,Giraldo,Antioquia,6,4357,1109,1,38,1101,8,0.26348404865733305
5306,01130,Giraldo,Antioquia,7,4357,1082,3,163,1074,8,0.28643562084002755
5308,01133,Girardota,Antioquia,1,50184,13920,29,121,13775,145,0.2803682448589192
5308,01133,Girardota,Antioquia,2,50184,13917,24,118,13798,119,0.2801490514905149
5308,01133,Girardota,Antioquia,3,50184,13909,21,132,13762,147,0.2802088315000797
5308,01133,Girardota,Antioquia,4,50184,13956,20,140,13746,210,0.28128487167224614
5308,01133,Girardota,Antioquia,5,50184,13882,24,244,13772,110,0.28196237844731387
5308,01133,Girardota,Antioquia,6,50184,13833,23,146,13753,80,0.2790132313087837
5308,01133,Girardota,Antioquia,7,50184,13773,29,241,13587,186,0.279830224772836
5310,01136,Gomez Plata,Antioquia,1,8474,1446,8,42,1423,23,0.17654000472032097
5310,01136,Gomez Plata,Antioquia,2,8474,1470,5,53,1458,12,0.1803162615057824
5310,01136,Gomez Plata,Antioquia,3,8474,1463,7,58,1448,15,0.1803162615057824
5310,01136,Gomez Plata,Antioquia,4,8474,1436,5,57,1419,17,0.17677602076941232
5310,01136,Gomez Plata,Antioquia,5,8474,1471,3,54,1455,16,0.1803162615057824
5310,01136,Gomez Plata,Antioquia,6,8474,1439,4,55,1420,19,0.17677602076941232
5310,01136,Gomez Plata,Antioquia,7,8474,1454,5,100,1429,25,0.18397451026669814
5313,01139,Granada,Antioquia,1,10071,2362,7,97,2330,32,0.2448614834673816
5313,01139,Granada,Antioquia,2,10071,2356,4,107,2338,18,0.2449607784728428
5313,01139,Granada,Antioquia,3,10071,2352,5,111,2329,23,0.24506007347830405
5313,01139,Granada,Antioquia,4,10071,2347,5,116,2318,29,0.24506007347830405
5313,01139,Granada,Antioquia,5,10071,2354,5,109,2337,17,0.24506007347830405
5313,01139,Granada,Antioquia,6,10071,2343,6,119,2318,25,0.24506007347830405
5313,01139,Granada,Antioquia,7,10071,2275,4,188,2228,47,0.2449607784728428
5315,01140,Guadalupe,Antioquia,1,5778,691,6,40,683,8,0.12755278643129112
5315,01140,Guadalupe,Antioquia,2,5778,688,6,43,681,7,0.12755278643129112
5315,01140,Guadalupe,Antioquia,3,5778,687,6,43,676,11,0.1273797161647629
5315,01140,Guadalupe,Antioquia,4,5778,687,5,45,677,10,0.12755278643129112
5315,01140,Guadalupe,Antioquia,5,5778,688,4,45,679,9,0.12755278643129112
5315,01140,Guadalupe,Antioquia,6,5778,686,4,47,678,8,0.12755278643129112
5315,01140,Guadalupe,Antioquia,7,5778,680,5,52,671,9,0.12755278643129112
5318,01142,Guarne,Antioquia,1,35031,11923,35,185,11827,96,0.3466358368302361
5318,01142,Guarne,Antioquia,2,35031,11974,36,181,11913,61,0.34800605178270677
5318,01142,Guarne,Antioquia,3,35031,11943,33,213,11859,84,0.34794895949302046
5318,01142,Guarne,Antioquia,4,35031,11937,31,226,11832,105,0.3480916902172362
5318,01142,Guarne,Antioquia,5,35031,11955,26,211,11892,63,0.34803459792754987
5318,01142,Guarne,Antioquia,6,35031,11932,26,234,11850,82,0.34803459792754987
5318,01142,Guarne,Antioquia,7,35031,11790,22,381,11629,161,0.348063144072393
5321,01145,Guatape,Antioquia,1,6907,2467,7,40,2441,26,0.363978572462719
5321,01145,Guatape,Antioquia,2,6907,2470,6,39,2461,9,0.36412335312002314
5321,01145,Guatape,Antioquia,3,6907,2463,9,43,2449,14,0.36412335312002314
5321,01145,Guatape,Antioquia,4,6907,2467,5,43,2446,21,0.36412335312002314
5321,01145,Guatape,Antioquia,5,6907,2467,6,42,2460,7,0.36412335312002314
5321,01145,Guatape,Antioquia,6,6907,2465,7,43,2454,11,0.36412335312002314
5321,01145,Guatape,Antioquia,7,6907,2430,7,78,2395,35,0.36412335312002314
5347,01148,Heliconia,Antioquia,1,6047,1261,7,45,1236,25,0.2171324623780387
5347,01148,Heliconia,Antioquia,2,6047,1056,8,48,1042,14,0.18389283942450801
5347,01148,Heliconia,Antioquia,3,6047,1055,6,52,1042,13,0.1840582106829833
5347,01148,Heliconia,Antioquia,4,6047,1056,3,49,1041,15,0.18323135439060692
5347,01148,Heliconia,Antioquia,5,6047,1053,5,55,1038,15,0.1840582106829833
5347,01148,Heliconia,Antioquia,6,6047,989,3,97,972,17,0.18008930047957664
5347,01148,Heliconia,Antioquia,7,6047,1025,4,86,1002,23,0.18438895319993384
5353,01150,Hispania,Antioquia,1,5388,843,2,21,833,10,0.1607275426874536
5353,01150,Hispania,Antioquia,2,5388,835,3,27,825,10,0.16054194506310318
5353,01150,Hispania,Antioquia,3,5388,837,1,28,826,11,0.1607275426874536
5353,01150,Hispania,Antioquia,4,5388,836,1,29,826,10,0.1607275426874536
5353,01150,Hispania,Antioquia,5,5388,789,1,26,780,9,0.1514476614699332
5353,01150,Hispania,Antioquia,6,5388,833,1,32,824,9,0.1607275426874536
5353,01150,Hispania,Antioquia,7,5388,814,4,48,801,13,0.1607275426874536
5360,01151,Itagui,Antioquia,1,254693,75075,128,738,74593,482,0.2981668125939857
5360,01151,Itagui,Antioquia,2,254693,75132,115,597,74705,427,0.29778596192278545
5360,01151,Itagui,Antioquia,3,254693,75021,100,795,74619,402,0.2980686552045011
5360,01151,Itagui,Antioquia,4,254693,74970,100,761,74485,485,0.2977349200802535
5360,01151,Itagui,Antioquia,5,254693,75163,97,676,74903,260,0.2981471811160888
5360,01151,Itagui,Antioquia,6,254693,74979,97,788,74617,362,0.29786448783437314
5360,01151,Itagui,Antioquia,7,254693,74455,95,1315,73715,740,0.2978684141299525
5361,01154,Ituango,Antioquia,1,17693,2251,23,92,2231,20,0.1337252020573108
5361,01154,Ituango,Antioquia,2,17693,2239,26,102,2215,24,0.13378172158480756
5361,01154,Ituango,Antioquia,3,17693,2229,20,115,2202,27,0.1336121630023173
5361,01154,Ituango,Antioquia,4,17693,2229,19,119,2202,27,0.13378172158480756
5361,01154,Ituango,Antioquia,5,17693,2235,20,116,2211,24,0.13400779969479454
5361,01154,Ituango,Antioquia,6,17693,2217,20,126,2193,24,0.13355564347482055
5361,01154,Ituango,Antioquia,7,17693,2167,19,180,2140,27,0.1337252020573108
5364,01157,Jardin,Antioquia,1,12435,3460,7,93,3432,28,0.2862887012464817
5364,01157,Jardin,Antioquia,2,12435,3457,6,99,3431,26,0.2864495375954966
5364,01157,Jardin,Antioquia,3,12435,3447,4,113,3418,29,0.28661037394451144
5364,01157,Jardin,Antioquia,4,12435,3443,4,113,3416,27,0.2862887012464817
5364,01157,Jardin,Antioquia,5,12435,3452,4,103,3431,21,0.28620828307197427
5364,01157,Jardin,Antioquia,6,12435,3446,3,101,3420,26,0.2854845195014073
5364,01157,Jardin,Antioquia,7,12435,3391,3,166,3340,51,0.2862887012464817
5368,01160,Jerico,Antioquia,1,11067,2243,8,49,2214,29,0.20782506551007499
5368,01160,Jerico,Antioquia,2,11067,2233,9,58,2139,94,0.20782506551007499
5368,01160,Jerico,Antioquia,3,11067,2230,7,63,2204,26,0.20782506551007499
5368,01160,Jerico,Antioquia,4,11067,2228,6,66,2199,29,0.20782506551007499
5368,01160,Jerico,Antioquia,5,11067,2230,27,63,2204,26,0.2096322399927713
5368,01160,Jerico,Antioquia,6,11067,2227,7,66,2195,32,0.20782506551007499
5368,01160,Jerico,Antioquia,7,11067,2176,7,117,2126,50,0.20782506551007499
5376,01163,La Ceja,Antioquia,1,47854,18716,34,194,18606,110,0.39587077360304257
5376,01163,La Ceja,Antioquia,2,47854,18695,28,202,18604,91,0.3954737326033351
5376,01163,La Ceja,Antioquia,3,47854,18534,24,233,18427,107,0.39267354871066157
5376,01163,La Ceja,Antioquia,4,47854,18696,29,225,18550,146,0.39599615497137125
5376,01163,La Ceja,Antioquia,5,47854,18579,24,217,18494,85,0.39327955865758346
5376,01163,La Ceja,Antioquia,6,47854,18660,26,240,18549,111,0.3954946294980566
5376,01163,La Ceja,Antioquia,7,47854,18437,29,422,18191,246,0.3947005474986417
5380,01166,La Estrella,Antioquia,1,58384,17007,26,152,16891,116,0.29434434091531925
5380,01166,La Estrella,Antioquia,2,58384,17011,23,104,16952,59,0.29353932584269665
5380,01166,La Estrella,Antioquia,3,58384,16992,24,123,16914,78,0.2935564538229652
5380,01166,La Estrella,Antioquia,4,58384,16970,24,206,16852,118,0.29460126061934777
5380,01166,La Estrella,Antioquia,5,58384,17003,18,118,16956,47,0.2935564538229652
5380,01166,La Estrella,Antioquia,6,58384,16980,24,139,16882,98,0.29362496574403946
5380,01166,La Estrella,Antioquia,7,58384,16911,20,269,16673,238,0.29460126061934777
5390,01170,La Pintada,Antioquia,1,6983,1411,4,35,1403,8,0.20764714306172133
5390,01170,La Pintada,Antioquia,2,6983,1394,3,33,1387,7,0.20478304453673207
5390,01170,La Pintada,Antioquia,3,6983,1410,3,37,1402,8,0.20764714306172133
5390,01170,La Pintada,Antioquia,4,6983,1411,2,37,1402,9,0.20764714306172133
5390,01170,La Pintada,Antioquia,5,6983,1409,2,39,1402,7,0.20764714306172133
5390,01170,La Pintada,Antioquia,6,6983,1408,2,40,1402,6,0.20764714306172133
5390,01170,La Pintada,Antioquia,7,6983,1385,2,63,1376,9,0.20764714306172133
5400,01169,La Union,Antioquia,1,17290,5511,15,95,5454,57,0.32510121457489877
5400,01169,La Union,Antioquia,2,17290,5513,13,94,5465,48,0.3250433776749566
5400,01169,La Union,Antioquia,3,17290,5596,12,116,5432,164,0.3310584152689416
5400,01169,La Union,Antioquia,4,17290,5492,14,120,5431,61,0.3253903990746096
5400,01169,La Union,Antioquia,5,17290,5499,15,106,5456,43,0.3250433776749566
5400,01169,La Union,Antioquia,6,17290,5486,13,125,5435,51,0.3252747252747253
5400,01169,La Union,Antioquia,7,17290,5375,12,236,5303,72,0.32521688837478313
5411,01172,Liborina,Antioquia,1,9159,1586,9,51,1561,25,0.17971394257014958
5411,01172,Liborina,Antioquia,2,9159,1588,7,54,1571,17,0.18004148924555083
5411,01172,Liborina,Antioquia,3,9159,1594,7,65,1576,18,0.18189758707282455
5411,01172,Liborina,Antioquia,4,9159,1576,7,73,1557,19,0.18080576482148705
5411,01172,Liborina,Antioquia,5,9159,1597,7,62,1582,15,0.18189758707282455
5411,01172,Liborina,Antioquia,6,9159,1573,9,74,1553,20,0.18080576482148705
5411,01172,Liborina,Antioquia,7,9159,1539,6,101,1511,28,0.17971394257014958
5425,01175,Maceo,Antioquia,1,7758,1649,14,44,1629,20,0.220030935808198
5425,01175,Maceo,Antioquia,2,7758,1636,13,48,1618,18,0.21874194379994844
5425,01175,Maceo,Antioquia,3,7758,1637,11,49,1616,21,0.21874194379994844
5425,01175,Maceo,Antioquia,4,7758,1652,14,51,1613,39,0.22131992781644755
5425,01175,Maceo,Antioquia,5,7758,1637,11,49,1614,23,0.21874194379994844
5425,01175,Maceo,Antioquia,6,7758,1630,12,54,1611,19,0.21861304459912348
5425,01175,Maceo,Antioquia,7,7758,1589,11,96,1563,26,0.21861304459912348
5440,01178,Marinilla,Antioquia,1,41521,15395,34,226,15286,109,0.37703812528599984
5440,01178,Marinilla,Antioquia,2,41521,15590,34,233,15520,70,0.3819031333542063
5440,01178,Marinilla,Antioquia,3,41521,15571,27,256,15464,107,0.3818308807591339
5440,01178,Marinilla,Antioquia,4,41521,15562,26,266,15445,117,0.3818308807591339
5440,01178,Marinilla,Antioquia,5,41521,15576,28,250,15503,73,0.3818308807591339
5440,01178,Marinilla,Antioquia,6,41521,15561,25,278,15450,111,0.3820717227427085
5440,01178,Marinilla,Antioquia,7,41521,15420,25,399,15262,158,0.38159003877555936
5001,01001,Medellin,Antioquia,1,1594785,512621,853,4943,506473,6148,0.32507015052185717
5001,01001,Medellin,Antioquia,2,1594785,512853,771,5012,510403,2450,0.3252074731076603
5001,01001,Medellin,Antioquia,3,1594785,511674,696,6119,507812,3862,0.32511529767335406
5001,01001,Medellin,Antioquia,4,1594785,512179,678,6302,505292,6887,0.32553541699978367
5001,01001,Medellin,Antioquia,5,1594785,511904,661,5073,509836,2068,0.32458168342441146
5001,01001,Medellin,Antioquia,6,1594785,511804,668,6204,508250,3554,0.3252325548584919
5001,01001,Medellin,Antioquia,7,1594785,507849,671,9684,500250,7599,0.3249365901986788
5467,01181,Montebello,Antioquia,1,6186,1185,6,50,1170,15,0.20061429033301
5467,01181,Montebello,Antioquia,2,6186,1181,6,54,1168,13,0.20061429033301
5467,01181,Montebello,Antioquia,3,6186,1169,6,66,1159,10,0.20061429033301
5467,01181,Montebello,Antioquia,4,6186,1178,4,59,1167,11,0.20061429033301
5467,01181,Montebello,Antioquia,5,6186,1181,5,55,1171,10,0.20061429033301
5467,01181,Montebello,Antioquia,6,6186,1167,5,69,1153,14,0.20061429033301
5467,01181,Montebello,Antioquia,7,6186,1132,4,105,1107,25,0.20061429033301
5475,01184,Murindo,Antioquia,1,3036,330,3,19,325,5,0.11594202898550725
5475,01184,Murindo,Antioquia,2,3036,315,3,34,310,5,0.11594202898550725
5475,01184,Murindo,Antioquia,3,3036,313,3,36,307,6,0.11594202898550725
5475,01184,Murindo,Antioquia,4,3036,315,2,35,309,6,0.11594202898550725
5475,01184,Murindo,Antioquia,5,3036,314,2,36,310,4,0.11594202898550725
5475,01184,Murindo,Antioquia,6,3036,311,2,39,308,3,0.11594202898550725
5475,01184,Murindo,Antioquia,7,3036,310,1,41,305,5,0.11594202898550725
5480,01187,Mutata,Antioquia,1,10870,1228,8,36,1214,14,0.11701931922723091
5480,01187,Mutata,Antioquia,2,10870,1233,8,50,1225,8,0.11876724931002759
5480,01187,Mutata,Antioquia,3,10870,1234,8,49,1222,12,0.11876724931002759
5480,01187,Mutata,Antioquia,4,10870,1234,7,50,1221,13,0.11876724931002759
5480,01187,Mutata,Antioquia,5,10870,1237,8,48,1229,8,0.11895124195032199
5480,01187,Mutata,Antioquia,6,10870,1233,9,49,1225,8,0.11876724931002759
5480,01187,Mutata,Antioquia,7,10870,1209,9,73,1182,27,0.11876724931002759
5483,01190,Nariño,Antioquia,1,8880,1868,17,119,1846,22,0.22567567567567567
5483,01190,Nariño,Antioquia,2,8880,1855,14,136,1838,17,0.22578828828828829
5483,01190,Nariño,Antioquia,3,8880,1877,12,137,1859,18,0.22815315315315315
5483,01190,Nariño,Antioquia,4,8880,1846,12,183,1827,19,0.22984234234234235
5483,01190,Nariño,Antioquia,5,8880,1857,12,143,1827,30,0.22657657657657657
5483,01190,Nariño,Antioquia,6,8880,1843,13,148,1821,22,0.22567567567567567
5483,01190,Nariño,Antioquia,7,8880,1774,13,215,1751,23,0.22545045045045045
5495,01191,Nechi,Antioquia,1,18333,1924,13,65,1893,31,0.10920198549064529
5495,01191,Nechi,Antioquia,2,18333,1924,8,71,1891,33,0.1092565319369443
5495,01191,Nechi,Antioquia,3,18333,1906,8,88,1878,28,0.10920198549064529
5495,01191,Nechi,Antioquia,4,18333,1905,7,90,1882,23,0.10920198549064529
5495,01191,Nechi,Antioquia,5,18333,2163,8,90,2143,20,0.1233295150820924
