,código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,sergio fajardo,germán vargas lleras,humberto de la calle,promotores voto en blanco,viviane morales,jorge antonio trujillo sarmiento,cod_depto,cod_mun
470,17010,Bajo Baudo (pizarro),Choco,37,37,3171,10395,3081,34,36,20,696,861,41,1348,107,1,11,16,27,27077
471,17011,Bojaya (bellavista),Choco,29,29,1694,7212,1671,11,5,7,242,847,44,484,42,1,10,1,27,27099
472,17015,Carmen Del Darien,Choco,21,21,2007,6271,1962,14,19,12,309,1293,47,249,39,2,13,10,27,27150
473,17014,Certegui,Choco,15,15,2001,4365,1923,15,53,10,643,648,36,524,51,4,9,8,27,27160
474,17013,Condoto,Choco,37,37,3885,10454,3610,78,155,42,1149,1887,74,366,98,11,9,16,27,27205
475,17017,EL Canton Del San Pablo (man.,Choco,16,16,2047,4997,1930,36,68,13,492,578,47,646,36,7,111,13,27,27135
476,17016,El Carmen,Choco,19,19,2763,6024,2637,70,42,14,1609,356,462,124,64,8,5,9,27,27245
477,17038,El Litoral Del San Juan,Choco,27,27,2570,7405,2533,14,15,8,133,2052,36,239,54,2,5,12,27,27250
478,17019,Istmina,Choco,64,64,8597,21369,7782,240,250,325,2282,4024,287,838,201,27,39,84,27,27361
479,17022,Jurado,Choco,13,13,737,3020,720,9,4,4,215,257,16,213,12,2,3,2,27,27372
480,17025,Lloro,Choco,28,28,3255,8401,3057,30,107,61,1147,801,57,914,111,2,11,14,27,27413
481,17012,Medio Atrato (bete),Choco,20,20,2165,6048,2100,17,40,8,262,819,20,696,282,3,11,7,27,27425
482,17026,Medio Baudo (puerto Meluk),Choco,32,32,3354,8171,3309,15,22,8,430,685,24,2117,38,7,4,4,27,27430
483,17027,Medio San Juan,Choco,26,26,3037,7412,2887,45,62,43,362,1846,46,540,54,7,7,25,27,27450
484,17028,Novita,Choco,21,21,1961,5285,1792,42,97,30,869,488,28,331,50,5,7,14,27,27491
485,17031,Nuqui,Choco,19,19,1546,5509,1462,41,17,26,284,752,62,274,68,3,6,13,27,27495
486,17001,Quibdo,Choco,221,221,35768,79928,33221,808,1223,516,8498,16215,1447,5205,1489,109,115,143,27,27001
487,17032,Rio Iro,Choco,16,16,1627,4151,1563,15,39,10,541,454,12,518,27,2,4,5,27,27580
488,17035,Rio Quito (paimado),Choco,23,23,3271,6739,3131,28,92,20,893,1270,72,771,80,8,26,11,27,27600
489,17034,Riosucio,Choco,65,65,5813,19470,5576,92,109,36,1381,3039,157,755,182,17,19,26,27,27615
490,17037,San Jose Del Palmar,Choco,22,22,1181,4100,1108,36,22,15,312,330,148,280,21,3,5,9,27,27660
491,17040,Sipi,Choco,10,10,821,2580,786,14,12,9,78,591,3,94,7,1,4,8,27,27745
492,17043,Tado,Choco,41,41,5213,12855,4777,133,229,74,1815,1631,81,1026,154,26,23,21,27,27787
493,17048,Unguia,Choco,25,25,2624,8276,2546,36,30,12,1116,891,154,286,71,7,10,11,27,27800
494,17060,Union Panamericana (las Animas,Choco,16,16,2133,5265,1980,55,71,27,799,687,58,282,83,48,7,16,27,27810
495,88120,Alemania,Consulados,23,23,3139,12875,3108,30,1,0,416,697,1838,26,125,2,3,1,,
496,88130,Argelia,Consulados,7,7,8,3615,8,0,0,0,2,1,5,0,0,0,0,0,,
497,88155,Argentina,Consulados,41,41,9006,20490,8894,83,29,0,1777,3394,3447,91,151,5,14,15,,
498,88160,Aruba,Consulados,14,14,2366,8000,2350,14,1,1,1651,224,390,59,20,1,3,2,,
499,88135,Arzerbaiyan,Consulados,7,7,18,3622,18,0,0,0,6,2,10,0,0,0,0,0,,
500,88165,Australia,Consulados,36,36,7857,21831,7786,68,3,0,1432,1252,4921,66,101,4,8,2,,
501,88170,Austria,Consulados,9,9,560,4554,556,4,0,0,107,138,285,12,12,0,1,1,,
502,88190,Belgica,Consulados,10,10,1210,6082,1198,9,3,0,310,276,563,13,35,1,0,0,,
503,88415,Belice,Consulados,1,1,29,33,29,0,0,0,9,1,16,1,2,0,0,0,,
504,88215,Bolivia,Consulados,8,8,456,4607,453,2,1,0,236,75,123,14,5,0,0,0,,
505,88220,Brasil,Consulados,40,40,2225,18755,2202,18,5,0,517,609,975,27,68,3,3,0,,
506,88250,Canada,Consulados,106,106,15994,58226,15851,132,6,5,6565,2495,6227,250,259,10,27,18,,
507,88305,Chile,Consulados,49,49,8149,25893,7974,144,28,3,2644,1804,3213,162,117,6,15,13,,
508,88315,China Republica Popular,Consulados,28,28,472,15203,469,2,1,0,169,57,224,6,12,0,0,1,,
509,88320,Chipre,Consulados,1,1,25,56,21,4,0,0,9,3,8,0,1,0,0,0,,
510,88275,Corea Del Sur,Consulados,7,7,99,3769,96,3,0,0,21,12,62,1,0,0,0,0,,
511,88285,Costa Rica,Consulados,20,20,3708,12513,3658,41,7,2,2173,363,985,65,60,4,4,4,,
512,88290,Cuba,Consulados,8,8,229,3963,224,3,2,0,46,110,57,6,4,1,0,0,,
513,88140,Curazao,Consulados,10,10,753,5441,741,10,2,0,495,91,127,13,13,1,0,1,,
514,88325,Dinamarca,Consulados,1,1,88,143,86,2,0,0,13,25,45,1,2,0,0,0,,
515,88330,Ecuador,Consulados,94,94,8177,55082,7771,151,198,57,4233,1447,1543,213,211,30,35,59,,
516,88335,Egipto,Consulados,7,7,39,3751,39,0,0,0,12,4,18,1,4,0,0,0,,
517,88340,El Salvador,Consulados,7,7,240,4122,238,2,0,0,130,21,74,9,3,0,1,0,,
518,88350,Emiratos Arabes Unidos,Consulados,9,9,1214,5466,1194,17,3,0,873,89,209,9,9,0,3,2,,
519,88355,España,Consulados,248,248,26672,151954,26147,429,81,15,10986,4603,9430,458,525,40,57,48,,
520,88360,Estados Unidos,Consulados,647,647,112326,354748,111760,426,100,40,79905,5925,22178,2126,1155,349,58,64,,
521,88375,Finlandia,Consulados,7,7,146,3813,146,0,0,0,22,21,88,2,13,0,0,0,,
522,88380,Francia,Consulados,35,35,5629,18524,5575,46,7,1,1135,1360,2855,64,154,2,2,3,,
523,88115,Ghana,Consulados,7,7,16,3618,16,0,0,0,4,3,4,3,2,0,0,0,,
524,88405,Grecia,Consulados,1,1,47,78,47,0,0,0,25,7,13,1,1,0,0,0,,
525,88410,Guatemala,Consulados,9,9,687,4733,683,2,1,1,397,35,215,25,10,1,0,0,,
526,88440,Honduras,Consulados,7,7,222,4112,218,4,0,0,123,14,67,5,9,0,0,0,,
527,88455,India,Consulados,7,7,20,3670,20,0,0,0,5,3,8,2,2,0,0,0,,
528,88460,Indonesia,Consulados,7,7,41,3674,39,2,0,0,12,5,19,2,1,0,0,0,,
529,88465,Inglaterra,Consulados,40,40,5883,20530,5788,79,13,3,2329,932,2278,96,126,5,13,9,,
530,88470,Irlanda,Consulados,1,1,130,192,129,1,0,0,30,18,74,4,3,0,0,0,,
531,88490,Israel,Consulados,9,9,346,4722,337,7,1,1,209,26,93,3,5,0,0,1,,
532,88495,Italia,Consulados,29,29,2635,15091,2593,38,3,1,1064,372,1042,46,58,4,1,6,,
533,88500,Jamaica,Consulados,8,8,80,3868,80,0,0,0,51,6,14,4,3,2,0,0,,
534,88505,Japon,Consulados,10,10,266,4531,263,2,0,1,101,42,103,7,10,0,0,0,,
535,88515,Kenia,Consulados,7,7,31,3670,31,0,0,0,5,6,18,1,1,0,0,0,,
536,88535,Libano,Consulados,8,8,101,4444,101,0,0,0,52,4,17,18,1,9,0,0,,
537,88540,Luxemburgo,Consulados,1,1,72,86,69,3,0,0,19,6,40,0,3,0,1,0,,
538,88560,Malasia,Consulados,7,7,60,3713,60,0,0,0,19,2,33,5,1,0,0,0,,
539,88580,Marruecos,Consulados,7,7,18,3635,18,0,0,0,2,5,11,0,0,0,0,0,,
540,88590,Mexico,Consulados,45,45,5724,23531,5682,36,5,1,2002,1013,2418,114,126,1,3,5,,
541,88620,Nicaragua,Consulados,7,7,137,3894,133,4,0,0,69,17,39,3,5,0,0,0,,
542,88635,Noruega,Consulados,7,7,192,3908,189,3,0,0,27,52,104,1,4,1,0,0,,
543,88625,Nueva Zelandia,Consulados,8,8,673,4468,663,8,2,0,119,94,433,5,10,0,1,1,,
544,88435,Paises Bajos,Consulados,17,17,1244,10019,1234,9,1,0,340,179,658,11,40,1,4,1,,
545,88655,Panama,Consulados,55,55,6731,32232,6634,74,13,10,4002,668,1728,127,84,11,6,8,,
546,88665,Paraguay,Consulados,8,8,212,3997,207,5,0,0,106,24,59,14,4,0,0,0,,
547,88670,Peru,Consulados,21,21,2325,11665,2300,22,3,0,1008,252,928,63,39,2,5,3,,
548,88675,Polonia,Consulados,7,7,117,3789,117,0,0,0,23,36,53,4,1,0,0,0,,
549,88680,Portugal,Consulados,8,8,318,4213,315,2,1,0,94,53,151,6,11,0,0,0,,
550,88683,Puerto Rico,Consulados,10,10,736,5034,733,3,0,0,399,124,186,10,12,2,0,0,,
551,88370,Republica De Filipinas,Consulados,7,7,80,3713,80,0,0,0,27,8,40,2,3,0,0,0,,
552,88688,Republica De Singapur,Consulados,7,7,141,3816,139,2,0,0,54,6,71,3,5,0,0,0,,
553,88685,Republica Dominicana,Consulados,12,12,1078,5821,1065,12,1,0,589,72,340,41,19,0,1,3,,
554,88690,Republica Socialista Devietnam,Consulados,7,7,21,3641,21,0,0,0,7,3,11,0,0,0,0,0,,
555,88700,Rusia,Consulados,7,7,174,4095,172,2,0,0,30,73,60,7,2,0,0,0,,
556,88745,Sudafrica,Consulados,8,8,113,3810,113,0,0,0,36,13,57,5,1,0,1,0,,
557,88755,Suecia,Consulados,9,9,649,5506,645,3,1,0,160,187,278,6,11,1,2,0,,
558,88760,Suiza,Consulados,15,15,1926,7954,1912,12,2,0,612,439,788,18,52,1,2,0,,
559,88765,Tailandia,Consulados,7,7,62,3698,61,1,0,0,14,5,35,2,5,0,0,0,,
560,88785,Trinidad Y Tobago,Consulados,7,7,97,3806,94,2,1,0,38,6,45,2,3,0,0,0,,
561,88770,Turquia,Consulados,8,8,100,3762,99,1,0,0,20,25,51,0,3,0,0,0,,
562,88805,Uruguay,Consulados,8,8,371,4193,368,3,0,0,94,97,149,14,13,0,1,0,,
563,88815,Venezuela,Consulados,496,496,35037,304008,34588,105,213,131,22221,4364,1186,6065,473,27,125,127,,
564,13004,Ayapel,Cordoba,93,93,12731,32450,12468,121,107,35,6851,4183,347,739,116,157,32,43,23,23068
565,13007,Buenavista,Cordoba,50,50,7428,17420,7249,73,61,45,2525,3219,401,909,121,13,19,42,23,23079
566,13009,Canalete,Cordoba,47,47,5772,16102,5665,54,34,19,2153,3043,101,207,118,7,9,27,23,23090
567,13010,Cerete,Cordoba,190,190,38853,73045,38001,462,301,89,14305,18226,1966,2479,439,35,70,481,23,23162
568,13016,Chima,Cordoba,37,37,5910,13107,5853,14,29,14,1935,2530,103,1147,99,4,8,27,23,23168
569,13019,Chinu,Cordoba,112,112,21518,36920,21110,172,172,64,11428,6140,484,2227,526,140,52,113,23,23182
570,13013,Cienaga De Oro,Cordoba,111,111,23517,43696,23041,188,212,76,6417,13169,498,2704,124,15,24,90,23,23189
571,13014,Cotorra (bongo),Cordoba,43,43,7557,14621,7423,77,38,19,2777,3047,140,1336,69,6,10,38,23,23300
572,13020,La Apartada (frontera),Cordoba,35,35,5414,12769,5239,85,50,40,1478,2809,226,535,98,46,14,33,23,23350
573,13022,Lorica,Cordoba,243,243,43390,86010,42647,363,287,93,12580,18773,976,7993,1841,162,149,173,23,23417
574,13023,Los Cordobas,Cordoba,42,42,6527,14788,6386,53,60,28,2503,2016,121,1640,69,7,16,14,23,23419
575,13024,Momil,Cordoba,38,38,7572,13955,7478,49,28,17,2741,2735,142,1642,180,6,10,22,23,23464
576,13025,Montelibano,Cordoba,144,144,28888,56437,28058,399,346,85,5672,17528,1118,3140,331,34,97,138,23,23466
577,13001,Monteria,Cordoba,823,823,162726,314508,158718,2238,1440,330,75022,60670,9995,10147,1690,217,273,704,23,23001
578,13027,Moñitos,Cordoba,53,53,7271,18449,7141,44,48,38,2819,2824,93,1073,274,10,16,32,23,23500
579,13028,Planeta Rica,Cordoba,130,130,24431,53217,23703,341,277,110,8920,10359,863,2953,276,166,39,127,23,23555
580,13031,Pueblo Nuevo,Cordoba,75,75,11903,24280,11693,97,86,27,5016,4129,309,2044,93,10,18,74,23,23570
581,13033,Puerto Escondido,Cordoba,55,55,7267,18257,7151,52,33,31,3208,3077,164,230,423,8,11,30,23,23574
582,13032,Puerto Libertador,Cordoba,74,74,12327,26482,11910,198,148,71,2302,7460,426,1404,196,27,29,66,23,23580
583,13034,Purisima,Cordoba,39,39,6399,13656,6242,76,49,32,2388,1967,161,1620,72,3,11,20,23,23586
584,13037,Sahagun,Cordoba,220,220,39907,79486,39090,371,336,110,14612,17681,1389,4448,450,113,89,308,23,23660
585,13040,San Andres De Sotavento,Cordoba,80,80,13882,28695,13614,84,120,64,3827,5257,155,3762,432,8,40,133,23,23670
586,13043,San Antero,Cordoba,61,61,10607,21641,10393,95,88,31,5089,3727,224,658,622,17,16,40,23,23672
587,13046,San Bernardo Del Viento,Cordoba,78,78,10738,26700,10535,96,76,31,2074,5733,208,2212,195,4,53,56,23,23675
588,13049,San Carlos,Cordoba,56,56,8132,19990,7980,62,56,34,3818,2862,171,952,118,11,14,34,23,23678
589,13052,San Jose De Ure,Cordoba,25,25,3271,7790,3192,36,32,11,673,1868,91,483,52,3,4,18,23,23682
590,13055,San Pelayo,Cordoba,99,99,17320,36045,17063,124,99,34,6394,7933,400,1983,164,17,118,54,23,23686
591,13058,Tierralta,Cordoba,162,162,24024,62740,23305,338,281,100,10403,10125,648,1430,509,44,60,86,23,23807
592,13060,Tuchin,Cordoba,64,64,10808,22221,10585,47,116,60,3785,3198,136,2968,355,4,22,117,23,23815
593,13061,Valencia,Cordoba,77,77,10318,25601,10080,122,75,41,4475,3015,340,1663,396,81,64,46,23,23855
594,15004,Agua De Dios,Cundinamarca,26,26,5528,9726,5308,120,83,17,1861,1089,1089,1004,201,12,35,17,25,25001
595,15007,Alban,Cundinamarca,14,14,2921,5146,2808,57,42,14,1613,303,722,125,21,7,8,9,25,25019
596,15010,Anapoima,Cundinamarca,33,33,7356,11918,7213,79,47,17,4419,763,1222,577,192,3,15,22,25,25035
597,15013,Anolaima,Cundinamarca,31,31,6568,11449,6379,85,84,20,3558,791,1275,610,101,14,10,20,25,25040
598,15217,Apulo,Cundinamarca,18,18,4151,6906,4053,44,36,18,2339,409,575,475,231,8,8,8,25,25599
599,15016,Arbelaez,Cundinamarca,24,24,5708,9076,5505,124,70,9,3214,696,1160,323,72,14,9,17,25,25053
600,15019,Beltran,Cundinamarca,7,7,1087,2113,1060,11,10,6,583,163,71,224,12,2,3,2,25,25086
601,15022,Bituima,Cundinamarca,8,8,1275,2793,1252,6,11,6,667,128,203,237,11,2,1,3,25,25095
602,15025,Bojaca,Cundinamarca,17,17,4506,6257,4260,99,137,10,1439,651,1233,827,73,8,7,22,25,25099
603,15029,Cabrera,Cundinamarca,10,10,1968,3466,1910,26,19,13,486,1066,213,99,33,0,5,8,25,25120
604,15030,Cachipay,Cundinamarca,25,25,5473,9106,5315,77,67,14,2460,829,1239,647,103,15,10,12,25,25123
605,15031,Cajica,Cundinamarca,126,126,35546,46894,34329,702,467,48,11314,6426,14231,1530,631,66,55,76,25,25126
606,15034,Caparrapi,Cundinamarca,33,33,5048,10377,4870,82,65,31,3549,346,327,541,54,13,18,22,25,25148
607,15037,Caqueza,Cundinamarca,38,38,8872,14476,8556,154,143,19,4550,1579,1668,644,66,20,16,13,25,25151
608,15040,Carmen De Carupa,Cundinamarca,17,17,3092,6090,2916,105,58,13,1577,310,664,317,30,8,4,6,25,25154
609,15052,Chaguani,Cundinamarca,10,10,1864,3687,1833,19,8,4,1162,167,135,343,14,0,6,6,25,25168
610,15055,Chia,Cundinamarca,220,220,66564,91865,64804,1077,553,130,23451,9077,27405,3047,1477,116,129,102,25,25175
611,15058,Chipaque,Cundinamarca,20,20,4788,7570,4644,79,57,8,2595,866,892,206,63,8,5,9,25,25178
612,15061,Choachi,Cundinamarca,31,31,7136,11475,6920,126,80,10,4152,712,1615,358,62,6,8,7,25,25181
613,15064,Choconta,Cundinamarca,40,40,8984,14834,8548,180,225,31,4268,1007,2593,457,164,15,21,23,25,25183
614,15043,Cogua,Cundinamarca,37,37,9871,14054,9418,248,189,16,3310,2268,3267,376,139,21,20,17,25,25200
615,15046,Cota,Cundinamarca,69,69,16722,25452,16266,275,158,23,6309,2655,5917,932,273,26,23,131,25,25214
616,15049,Cucunuba,Cundinamarca,14,14,2983,4704,2783,101,92,7,1634,246,626,190,69,4,10,4,25,25224
617,15067,El Colegio,Cundinamarca,57,57,12471,20978,12157,156,132,26,5518,2162,2003,2108,197,132,16,21,25,25245
618,15070,El Peñon,Cundinamarca,13,13,2252,4344,2202,22,16,12,1666,123,167,210,15,3,8,10,25,25258
619,15072,El Rosal,Cundinamarca,42,42,11918,15842,11209,286,394,29,6038,1223,3062,671,141,13,24,37,25,25260
620,15076,Facatativa,Cundinamarca,234,234,63955,91630,60398,1546,1949,62,20540,13390,21579,3040,1285,172,137,255,25,25269
621,15079,Fomeque,Cundinamarca,26,26,5907,9526,5772,70,55,10,3889,522,906,367,35,3,6,44,25,25279
622,15085,Fosca,Cundinamarca,16,16,3069,5388,3016,28,21,4,2236,303,300,160,10,1,3,3,25,25281
623,15088,Funza,Cundinamarca,166,166,47067,66679,44945,1079,989,54,12689,10239,16697,3902,816,291,152,159,25,25286
624,15091,Fuquene,Cundinamarca,12,12,2289,3934,2186,55,40,8,796,528,616,178,51,7,1,9,25,25288
625,15094,Fusagasuga,Cundinamarca,270,270,63215,103565,61124,1207,805,79,28770,11853,15518,3480,1037,77,127,262,25,25290
626,15097,Gachala,Cundinamarca,15,15,2440,5148,2368,33,25,14,1364,408,260,300,22,5,4,5,25,25293
627,15100,Gachancipa,Cundinamarca,27,27,7228,10090,6745,197,269,17,2101,1554,2082,613,122,14,23,236,25,25295
628,15103,Gacheta,Cundinamarca,25,25,4966,9080,4815,78,55,18,3245,494,815,219,12,6,14,10,25,25297
629,15106,Gama,Cundinamarca,8,8,1722,3014,1673,21,20,8,1130,134,184,212,7,1,2,3,25,25299
630,15109,Girardot,Cundinamarca,213,213,48173,82360,46465,851,782,75,19764,8279,11308,5277,784,464,163,426,25,25307
631,15132,Granada,Cundinamarca,16,16,3696,5873,3571,69,50,6,1491,1125,672,236,35,3,1,8,25,25312
632,15112,Guacheta,Cundinamarca,24,24,4833,8598,4497,171,142,23,1854,377,1408,721,96,13,11,17,25,25317
633,15115,Guaduas,Cundinamarca,65,65,12404,22198,11860,260,218,66,6072,1595,2431,1409,185,109,22,37,25,25320
634,15118,Guasca,Cundinamarca,29,29,7223,10855,6747,290,163,23,3132,1043,2077,330,125,14,18,8,25,25322
635,15121,Guataqui,Cundinamarca,7,7,1041,2311,995,27,12,7,491,234,89,154,17,4,3,3,25,25324
636,15124,Guatavita,Cundinamarca,14,14,3463,5088,3340,76,35,12,1786,269,1093,132,41,9,5,5,25,25326
637,15127,Guayabal De Siquima,Cundinamarca,11,11,2458,3855,2378,47,28,5,1452,305,432,148,25,4,6,6,25,25328
638,15128,Guayabetal,Cundinamarca,13,13,2903,4526,2820,38,38,7,1955,337,362,141,15,0,8,2,25,25335
639,15130,Gutierrez,Cundinamarca,7,7,1769,2633,1747,11,8,3,1303,137,141,150,6,4,2,4,25,25339
640,15133,Jerusalen,Cundinamarca,7,7,1206,2594,1171,13,16,6,744,147,54,204,12,4,4,2,25,25368
641,15136,Junin,Cundinamarca,16,16,2789,5370,2675,47,48,19,1724,322,334,236,37,2,8,12,25,25372
642,15139,La Calera,Cundinamarca,59,59,14250,21862,13785,292,157,16,4408,2951,5141,711,298,126,12,138,25,25377
643,15142,La Mesa,Cundinamarca,67,67,14489,24618,14101,211,156,21,6282,1933,3240,2007,385,160,19,75,25,25386
644,15145,La Palma,Cundinamarca,24,24,3675,8564,3558,51,42,24,2074,477,385,496,82,7,16,21,25,25394
645,15148,La Peña,Cundinamarca,16,16,3120,5791,3015,21,24,60,2411,131,229,194,18,6,18,8,25,25398
646,15151,La Vega,Cundinamarca,35,35,8106,12851,7863,132,91,20,4493,839,1586,806,102,11,12,14,25,25402
647,15154,Lenguazaque,Cundinamarca,19,19,3962,6916,3782,88,80,12,2206,259,895,312,70,9,15,16,25,25407
648,15157,Macheta,Cundinamarca,17,17,3350,6157,3253,40,36,21,2269,194,487,248,39,5,6,5,25,25426
649,15160,Madrid,Cundinamarca,157,157,44445,62604,42025,1069,1190,161,13995,8853,15858,2250,755,68,117,129,25,25430
650,15163,Manta,Cundinamarca,11,11,2532,4080,2491,21,14,6,1584,201,364,305,29,1,3,4,25,25436
651,15166,Medina,Cundinamarca,23,23,3872,6765,3761,53,47,11,2598,347,325,457,22,2,5,5,25,25438
652,15169,Mosquera,Cundinamarca,184,184,49690,68024,47685,1152,796,57,14036,11353,16994,3870,834,114,114,370,25,25473
653,15172,Nariño,Cundinamarca,7,7,1206,2638,1169,20,15,2,582,265,155,117,36,3,8,3,25,25483
654,15175,Nemocon,Cundinamarca,25,25,6670,9489,6260,172,219,19,2342,1416,1852,464,132,14,17,23,25,25486
655,15178,Nilo,Cundinamarca,18,18,3356,6250,3267,44,36,9,1592,442,474,670,68,2,7,12,25,25488
656,15181,Nimaima,Cundinamarca,9,9,1930,3156,1903,11,8,8,1271,105,252,242,19,2,6,6,25,25489
657,15184,Nocaima,Cundinamarca,14,14,3270,5229,3195,32,34,9,1772,588,608,196,20,5,5,1,25,25491
658,15190,Pacho,Cundinamarca,56,56,12269,21070,11700,223,139,207,6894,968,2074,1445,128,147,22,22,25,25513
659,15193,Paime,Cundinamarca,15,15,2050,4851,2004,23,16,7,1254,211,144,362,18,6,4,5,25,25518
660,15196,Pandi,Cundinamarca,11,11,2207,4067,2153,28,19,7,1026,562,265,189,38,70,0,3,25,25524
661,15198,Paratebueno (la Naguaya),Cundinamarca,22,22,4217,7047,4079,58,64,16,2665,325,380,661,24,5,5,14,25,25530
662,15199,Pasca,Cundinamarca,21,21,4181,7691,3977,100,88,16,1268,1617,688,233,142,10,7,12,25,25535
663,15202,Puerto Salgar,Cundinamarca,35,35,6417,12980,6060,129,205,23,3386,963,1066,520,86,11,18,10,25,25572
664,15205,Puli,Cundinamarca,10,10,1471,2867,1443,20,4,4,862,141,94,326,8,5,4,3,25,25580
665,15208,Quebradanegra,Cundinamarca,12,12,2624,4011,2579,26,12,7,1991,115,250,211,4,1,6,1,25,25592
666,15211,Quetame,Cundinamarca,15,15,3410,5543,3319,55,28,8,1694,697,512,381,22,7,2,4,25,25594
667,15214,Quipile,Cundinamarca,18,18,3326,6050,3254,32,21,19,2372,257,207,368,30,1,9,10,25,25596
